"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"1","RT @BeefFacts: Our thoughts and prayers are with all of those affected by #HurricaneHarvey #PrayForTexas https://t.co/VbvsiHA1RV",FALSE,0,NA,2017-11-04 23:40:49,FALSE,NA,"926957436023574529",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Goldwing98",1,TRUE,FALSE,NA,NA
"2","#RT @BroncogangTexas #MMSRadio #NowPlaying #Exclusive #PrayForTexas HOLD ON - SYKO - FEAT THE MAD FANACTIC &amp; G-NICE",FALSE,1,NA,2017-11-04 23:25:36,FALSE,NA,"926953607936839685",NA,"<a href=""http://share.radionomy.com"" rel=""nofollow"">Share.Radionomy.com</a>","mmsradio",0,FALSE,FALSE,NA,NA
"3","#Fall Trend Alert: PINK <ed><U+00A0><U+00BD><ed><U+00B2><U+0095> 

We continue to #giveback to #HurricaneHarvey relief with each purchase of the… https://t.co/XOJNqlc2iB",FALSE,0,NA,2017-11-04 19:08:17,TRUE,NA,"926888851737645058",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ascent516",0,FALSE,FALSE,NA,NA
"4","RT @realDonaldTrump: 'President Donald J. Trump Proclaims September 3, 2017, as a National Day of Prayer' #HurricaneHarvey #PrayForTexas ht…",FALSE,0,NA,2017-11-04 17:18:38,FALSE,NA,"926861255679270913",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","lincolnkingpin",24662,TRUE,FALSE,NA,NA
"5","#PrayForTexas",FALSE,0,NA,2017-11-04 16:52:50,FALSE,NA,"926854765602099201",NA,"<a href=""http://www.example.com"" rel=""nofollow"">ted cruz bot</a>","ebooks_tedcruz",0,FALSE,FALSE,NA,NA
"6","#RT @BroncogangTexas #MMSRadio #NowPlaying #Exclusive #PrayForTexas HOLD ON - SYKO - FEAT THE MAD FANACTIC &amp; G-NICE",FALSE,2,NA,2017-11-04 14:04:21,FALSE,NA,"926812361972883462",NA,"<a href=""http://share.radionomy.com"" rel=""nofollow"">Share.Radionomy.com</a>","mmsradio",0,FALSE,FALSE,NA,NA
"7","RT @livechristian1: God hears your calls for Him. Stay faithful. #PrayForTexas https://t.co/9RG47E0Ymq",FALSE,0,NA,2017-11-04 14:02:02,FALSE,NA,"926811780252340224",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","dartmaster644",169,TRUE,FALSE,NA,NA
"8","RT @bruhitszach: all my homies back in texas stay safe <ed><U+00A0><U+00BD><ed><U+00B9><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC><U+2764><U+FE0F> #prayfortexas",FALSE,0,NA,2017-11-04 12:51:12,FALSE,NA,"926793955634692097",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","_valeryvalerio",869,TRUE,FALSE,NA,NA
"9","#RT @BroncogangTexas #MMSRadio #NowPlaying #Exclusive #PrayForTexas HOLD ON - SYKO - FEAT THE MAD FANACTIC &amp; G-NICE",FALSE,1,NA,2017-11-04 05:25:40,FALSE,NA,"926681833684824065",NA,"<a href=""http://share.radionomy.com"" rel=""nofollow"">Share.Radionomy.com</a>","mmsradio",0,FALSE,FALSE,NA,NA
"10","RT @GraspSolutions: Stay Safe Everyone. Please Take Precautionary Measures...

#PrayForTexas #Houston #USA #Floods #FloodSafety https://t.c…",FALSE,0,NA,2017-11-04 05:13:29,FALSE,NA,"926678768659435520",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","tmcheemas",28,TRUE,FALSE,NA,NA
