"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"1","<ed><U+00A0><U+00BD><ed><U+00B8><U+0094><ed><U+00A0><U+00BD><ed><U+00B8><U+0094> #Texas #Children 
#SutherlandSprings #massshooting https://t.co/DEwT1WsB65",FALSE,1,NA,2017-11-05 23:59:53,FALSE,NA,"927324620348325888",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","bonobochick",0,FALSE,FALSE,NA,NA
"2","RT @JasonHalle: Another #MassShooting . Great going #GOP . Keep the hate flowing and blame it on the Muslims and Mexicans. Seems to be work…",FALSE,0,NA,2017-11-05 23:59:45,FALSE,NA,"927324588421283840",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","dubbage42",52,TRUE,FALSE,NA,NA
"3","@GovAbbott spewing usual rhetoric evading the real problem: GUNS! AGAIN! #SutherlandSprings #churchshooting  #massshooting #GunControlNow",FALSE,0,"GovAbbott",2017-11-05 23:59:35,FALSE,NA,"927324548357394432","19291441","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DonnaDeFazio",0,FALSE,FALSE,NA,NA
"4","We don’t need gun control our mentally ill need help #GunControl #Mentalhealth  #guns #ournationneedshelp #massshooting #texasshooting",FALSE,0,NA,2017-11-05 23:59:33,FALSE,NA,"927324540413263872",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","caffeinechick",0,FALSE,FALSE,NA,NA
"5","#onthegowithzo another #massshooting #WTF @ New York metropolitan area https://t.co/PyFgLCuo8w",FALSE,0,NA,2017-11-05 23:59:07,FALSE,NA,"927324429469798402",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","onthegowithzo",0,FALSE,FALSE,NA,NA
"6","RT @MissMyrtle2: ANOTHER #MassShooting in Texas #SutherlandSprings. At least 20 dead. The #NRA and #GOP OWN THIS! Send all the prayers you…",FALSE,0,NA,2017-11-05 23:58:16,FALSE,NA,"927324216919281669",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","cam294cam",414,TRUE,FALSE,NA,NA
"7","RT @MissMyrtle2: ANOTHER #MassShooting in Texas #SutherlandSprings. At least 20 dead. The #NRA and #GOP OWN THIS! Send all the prayers you…",FALSE,0,NA,2017-11-05 23:58:00,FALSE,NA,"927324149738901505",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","QuigleyTripoli",414,TRUE,FALSE,NA,NA
"8","RT @Pietje_Pykje: Do you think the 2nd amendment had assault rifles in mind for citizens? #GunControl #SutherlandSprings #massshooting #ass…",FALSE,0,NA,2017-11-05 23:57:52,FALSE,NA,"927324115681157120",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jimmyfinnrocks",1,TRUE,FALSE,NA,NA
"9","RT @MissMyrtle2: ANOTHER #MassShooting in Texas #SutherlandSprings. At least 20 dead. The #NRA and #GOP OWN THIS! Send all the prayers you…",FALSE,0,NA,2017-11-05 23:57:51,FALSE,NA,"927324112271192064",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Notoriousjrs",414,TRUE,FALSE,NA,NA
"10","All a bit too recent #texasshooting #GunControlNow #Trump #massshooting https://t.co/zZmAzOHBDX",FALSE,0,NA,2017-11-05 23:57:41,FALSE,NA,"927324070282190848",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","james84h",0,FALSE,FALSE,NA,NA
